整,个
动,脉
关,节
结,构
感,染
神,经
肿,瘤
静,脉
发,性
特,指
杆,菌
皮,肤
特指,的
恶,性
综,合
病,毒
除,术
组,织
其,他
综合,征
骨,折
生,儿
新,生儿
细,胞
切,除术
血,管
先,天
先天,性
损,伤
沙,门
开,放
异,常
障,碍
疾,病
开放,性
恶性,肿瘤
胎,儿
韧,带
急,性
引,起
淋,巴
引起,的
缺,乏
未,特指的
气,管
主,动脉
原,发性
部,分
整个,第
闭,合
发,育
其他,特指的
肌,腱
氏,菌
球,菌
慢,性
皮,下
功,能
胸,椎
所,致
脱,位
腹,腔
并,发
外,侧
膜,炎
皮下,组织
软,骨
系,统
纤,维
继,发性
甲,状
导,致
支,气管
不,良
镜,下
脊,髓
椎,间
心,脏
子,宫
畸,形
伤,性
切,开
导致,的
检,查
移,植
心,肌
闭合,性
相,关
肺,动脉
病,损
不,全
血,症
颈,椎
肌,肉
不,伴
部,位
连,接
冠,状
酶,缺乏
尖,瓣
结,合
修,补
合,并
良,性
沙门,氏菌
修补,术
淋巴,结
乳,房
甲状,腺
结,节
呼,吸
网,膜
血,栓
下,颌
内,侧
心,室
合,术
腰,椎
指,骨
蛋,白
出,血
和,或
固,定
遗,传
沙门,菌
妊,娠
精,神
下,肢
菌,性
肋,骨
结,肠
乳,头
行,为
冠状,动脉
食,管
创,伤性
转,移
生,殖
撕,裂
影,响
伤,口
药,物
胆,囊
椎间,盘
免,疫
第,二
阴,道
营,养
区,域
霉,菌
分,支
脊,柱
第,三
分,娩
上,颌
第,一
输,卵
输卵,管
病,变
卵,巢
间,关节
整,体
表,面
肺,炎
尿,道
分,枝
狭,窄
治,疗
视,网膜
氏,杆菌
扩,张
遗传,性
分,泌
生,物
虫,病
菌,病
栓,塞
缺,陷
关节,炎
房,室
单,胞
开放性,骨折
十,二
手,术
形,术
胆,管
病损,切除术
膀,胱
并发,症
导,管
感染,性
第,四
第,五
梗,阻
葡,萄
孢,子
远,端
异,物
硬,化
二,尖瓣
人,工
女,性
上,肢
扁,桃
骨,盆
单胞,菌
肠,道
运,动
直,肠
发育,不良
完,全
成,形术
胰,腺
间,隔
结,核
前,列
或,新生儿
恶性,瘤
的,影响
阴,茎
颈,部
前列,腺
性,心
胎儿,或新生儿
囊,肿
虫,感染
获,得
趾,骨
筋,膜
分枝,杆菌
扁桃,体
伴,有
近,端
水,平
获得,性
伴,发
引,流
置,换
良性,肿瘤
发,作
置,入
粘,膜
骨,髓
周,围
肾,上
脓,肿
复,位
确,定
中,毒
血,清
发育,不全
大,肠
股,骨
菌,属
病毒,性
代,谢
疱,疹
手,指
肾上,腺
高,血
营养,不良
拇,指
形,成
